"End of Period","Credit Number","Region","Country / Economy Code","Country / Economy","Borrower","Credit Status","Service Charge Rate","Currency of Commitment","Project ID","Project Name","Original Principal Amount (US$)","Cancelled Amount (US$)","Undisbursed Amount (US$)","Disbursed Amount (US$)","Repaid to IDA (US$)","Due to IDA (US$)","Exchange Adjustment (US$)","Borrowers Obligation (US$)","Sold 3rd Party (US$)","Repaid 3rd Party (US$)","Due 3rd Party (US$)","Credits Held (US$)","First Repayment Date","Last Repayment Date","Agreement Signing Date","Board Approval Date","Effective Date (Most Recent)","Closed Date (Most Recent)","Last Disbursement Date"
"2024-09-30","IDA43670","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P078382","UG-Kampala Inst & Infrast Dev Prj (FY08)","33600000","6390.28","0","33770611.96","4243778.16","25657639.71","0","25657639.71","0","0","0","25657639.71","2018-02-15","2047-08-15","2008-02-20","2007-11-06","2008-11-19","2013-12-31","2014-06-12"
"2024-09-30","IDA43720","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P090867","UG-Local Govt Mgt Svc Del  Pjt (FY08)","55000000","282583.84","0","53666110.83","6749486.29","40733022.32","0","40733022.32","0","0","0","40733022.32","2018-01-15","2047-07-15","2008-02-20","2007-12-18","2008-11-19","2012-12-31","2013-11-11"
"2024-09-30","IDA44310","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P101231","UG-PRSC 7 (FY08)","200000000","0","0","194325000","22293525","147505237.5","0","147505237.5","0","0","0","147505237.5","2018-05-15","2047-11-15","2008-06-13","2008-05-06","2008-12-09","2009-11-30","2009-09-23"
"2024-09-30","IDA44820","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P110207","UG-Program for Ctrl of Avian Influenza","10000000","1207165.58","0","8414396.23","898399.62","6506685.59","0","6506685.59","0","0","0","6506685.59","2018-09-15","2048-03-15","2008-10-10","2008-06-19","2009-12-03","2013-12-31","2014-07-03"
"2024-09-30","IDA45040","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P073089","UG-EMCBP SIL 2 (FY01)","15000000","74182.5","0","14347354.33","1526692.79","11045634.37","0","11045634.37","0","0","0","11045634.37","2019-02-01","2048-08-01","2008-10-10","2008-09-04","2009-09-09","2012-11-30","2013-08-15"
"2024-09-30","IDA45170","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P079925","UG-Natl Re Dev TAL (FY04)","5000000","775554.31","0","4075102.64","431048.68","3126239.72","0","3126239.72","0","0","0","3126239.72","2018-12-15","2048-06-15","2008-10-10","2008-09-23","2009-12-07","2011-12-31","2012-04-27"
"2024-09-30","IDA45310","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P100406","Lake Victoria Phase II APL 1 (FY09)","27500000","216715.17","0","25414530.26","2619636.28","21078748.1","0","21078748.1","0","0","0","21078748.1","2019-04-15","2048-10-15","2009-10-29","2009-03-03","2010-01-25","2017-12-31","2018-06-28"
"2024-09-30","IDA45540","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P112334","UG-Energy for Rural Transformation APL2","75000000","3920873.95","0","71405753.73","6420004.22","57264496.63","0","57264496.63","0","0","0","57264496.63","2019-09-15","2049-03-15","2009-08-27","2009-04-06","2009-11-25","2016-06-30","2017-01-09"
"2024-09-30","IDA45700","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P110803","UG-Post Primary Educ & Trg APL-1 (FY09)","150000000","12253042.35","0","139255886.53","13696069.51","109747372.98","0","109747372.98","0","0","0","109747372.98","2019-08-15","2049-02-15","2009-08-27","2009-03-31","2009-11-04","2014-07-31","2015-04-16"
"2024-09-30","IDA46260","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P111633","UG-SEC N-Uganda SAF (NUSAF2) (FY09)","100000000","0","0","103377306.3","9106800.14","81667037.7","0","81667037.7","0","0","0","81667037.7","2019-10-15","2049-04-15","2009-08-27","2009-05-28","2009-11-25","2016-02-29","2016-06-17"
"2024-09-30","IDA46720","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P112688","Eastern Africa Agricultural Productivity","30000000","4085.15","0","28844929.59","2591741.06","23190768.61","0","23190768.61","0","0","0","23190768.61","2019-11-15","2049-05-15","2010-02-03","2009-11-12","2010-11-29","2015-12-31","2016-04-20"
"2024-09-30","IDA46790","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P092837","UG-Transport Sector Development Project","190000000","20642208.1","0","159078449.71","13088437.65","132023850.72","0","132023850.72","0","0","0","132023850.72","2020-04-15","2049-10-15","2010-02-03","2009-12-10","2010-07-15","2016-01-31","2016-07-08"
"2024-09-30","IDA47330","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P111556","East Afr Publ Hlth Laborat Net (FY10)","10100000","289725.59","0","9520784.59","789226.52","7912674.26","0","7912674.26","0","0","0","7912674.26","2020-06-15","2049-12-15","2010-08-12","2010-05-25","2011-01-31","2016-03-30","2016-11-04"
"2024-09-30","IDA47420","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P115563","UG-Health Syst. Strength. Project (FY10)","130000000","381044.17","0","125295398.16","10519714.84","105469176.74","0","105469176.74","0","0","0","105469176.74","2020-06-15","2049-12-15","2010-08-12","2010-05-25","2011-02-10","2017-06-30","2018-03-01"
"2024-09-30","IDA47690","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P109224","UG-ATAAS","120000000","2407.86","0","115179981.59","8641339.69","99202911.18","0","99202911.18","0","0","0","99202911.18","2020-10-15","2050-04-15","2011-07-19","2010-06-22","2011-12-20","2018-06-25","2018-11-01"
"2024-09-30","IDA48140","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P101232","UG-PRSC 8","100000000","0","0","100916624","7209156.86","82234000.36","0","82234000.36","0","0","0","82234000.36","2021-02-01","2050-08-01","2010-11-24","2010-09-30","2010-11-25","2012-03-31","2010-11-29"
"2024-09-30","IDA49490","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Cancelled","0.75","XDR","P092837","UG-Transport Sector Development Project","75000000","75000000","0","0","0","0","0","0","0","0","0","0","2021-10-15","2051-04-15","2012-06-05","2011-06-16","2012-10-22","2016-01-31",""
"2024-09-30","IDA49880","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P119737","UG-Electricity Sector Development Proj","120000000","50694086.43","0","60555064.28","3435870.32","54564889.93","0","54564889.93","0","0","0","54564889.93","2021-10-15","2051-04-15","2011-09-02","2011-06-30","2012-10-23","2019-01-31","2019-08-08"
"2024-09-30","IDA49890","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P117979","UG-Financial Sector DPL (1 of 2)","50000000","0","0","48661011","2488720.69","39397123.02","0","39397123.02","0","0","0","39397123.02","2021-12-15","2051-06-15","2011-08-11","2011-06-30","2011-10-13","2012-06-30","2011-11-07"
"2024-09-30","IDA50610","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P097325","UG PRSC-9","100000000","0","0","98671072","4346285.02","84013557.8","0","84013557.8","0","0","0","84013557.8","2022-07-15","2052-01-15","2012-05-14","2012-02-28","2012-09-19","2013-06-30","2013-06-20"
"2024-09-30","IDA51270","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P123204","UG-Water Mgmt & Dev. Project","135000000","1318703.98","0","121598761.79","5736873.64","111136525.36","0","111136525.36","0","0","0","111136525.36","2022-08-15","2052-02-15","2013-05-22","2012-06-26","2013-08-12","2018-12-31","2019-06-05"
"2024-09-30","IDA52230","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P117876","UG-Support to Municipal Infra Dev","150000000","0","16133.79","138140862.88","3898329.16","128130991.07","0","128130991.07","0","0","0","128147124.86","2023-07-15","2053-01-15","2013-05-22","2013-03-28","2013-09-04","2024-06-30","2018-06-05"
"2024-09-30","IDA52340","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P112334","UG-Energy for Rural Transformation APL2","12000000","744255.66","0","10661493.91","304086.76","9996038.12","0","9996038.12","0","0","0","9996038.12","2023-07-15","2053-01-15","2014-04-09","2013-05-22","2014-10-31","2016-06-30","2016-11-02"
"2024-09-30","IDA52690","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P130471","UG-Competive. & Enterprise. Dev. Project","100000000","183.34","0","92639845.53","1734593.19","87862774.76","0","87862774.76","0","0","0","87862774.76","2023-10-15","2053-04-15","2014-01-31","2013-05-09","2014-06-06","2022-05-31","2022-10-06"
"2024-09-30","IDA53840","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P133590","UG-KIIDP 2","175000000","0","0","157873048.55","1521954.09","152677076.31","0","152677076.31","0","0","0","152677076.31","2024-08-15","2054-02-15","2015-02-16","2014-03-20","2015-05-08","2023-05-31","2024-08-14"
"2024-09-30","IDA53850","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P129408","Regional Pastoral Livelihoods Resilience","40000000","75811.63","0","36296802.1","348704.62","34980819.71","0","34980819.71","0","0","0","34980819.71","2024-08-15","2054-02-15","2015-07-10","2014-03-18","2015-11-03","2021-12-31","2023-06-05"
"2024-09-30","IDA54060","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P145101","UG-Albertine Reg. Sustainable Dev. Proj","145000000","299766.91","0","132075880.74","1251991.87","126766860.57","0","126766860.57","0","0","0","126766860.57","2024-07-15","2054-01-15","2015-08-24","2014-03-26","2015-12-07","2022-12-31","2023-06-27"
"2024-09-30","IDA54340","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P125590","Uganda NERAMP","243800000","0","51760398.28","161719479.14","2085552.32","159865874.6","0","159865874.6","0","0","0","211626272.88","2024-05-15","2053-11-15","2015-02-16","2014-04-30","2015-07-01","2024-10-31","2024-08-12"
"2024-09-30","IDA56110","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P145037","UG-Agriculture Cluster Develop Project","150000000","0","337294.58","147595817.73","15748363.76","128195717.54","0","128195717.54","0","0","0","128533012.12","2021-08-15","2053-02-15","2016-09-26","2015-04-09","2017-01-23","2024-05-31","2024-08-27"
"2024-09-30","IDA56120","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P145309","UG-Skills Development Project","100000000","1478883.8","0","97329298.03","10505056.15","84512152.25","0","84512152.25","0","0","0","84512152.25","2021-07-15","2053-01-15","2016-06-24","2015-04-22","2016-10-28","2022-12-31","2023-06-23"
"2024-09-30","IDA56150","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P111556","East Afr Publ Hlth Laborat Net (FY10)","15000000","149198.03","0","14695930.08","1337403.79","13017507.96","0","13017507.96","0","0","0","13017507.96","2021-12-15","2053-06-15","2016-02-11","2015-07-07","2016-03-31","2021-03-30","2021-08-12"
"2024-09-30","IDA56350","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P130871","RCIP 5 - Uganda","75000000","263990.09","0","75515231.69","8047375.84","65460885.59","0","65460885.59","0","0","0","65460885.59","2021-08-15","2053-02-15","2016-02-04","2015-05-22","2016-05-26","2022-08-31","2023-11-20"
"2024-09-30","IDA56450","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P149965","UG-NUSAF3","130000000","0","0","131847169.92","13957431.41","113916006.05","0","113916006.05","0","0","0","113916006.05","2021-08-15","2053-02-15","2015-12-16","2015-05-27","2016-03-14","2021-06-30","2022-01-18"
"2024-09-30","IDA56530","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P133312","Energy for Rural Transform III","135000000","854126.05","0","134721871.35","14482618.46","117424732.38","0","117424732.38","0","0","0","117424732.38","2021-07-01","2053-01-01","2015-12-16","2015-06-05","2016-03-31","2023-06-30","2024-09-23"
"2024-09-30","IDA57220","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P151083","Great Lakes Region Trade Facilitation","14000000","92202.5","0","14111896.98","1272679.98","12326330.98","0","12326330.98","0","0","0","12326330.98","2022-01-15","2053-07-15","2017-03-23","2015-09-25","2017-04-17","2022-12-30","2023-07-05"
"2024-09-30","IDA57970","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P151847","African Centers of Excellence East/South","24000000","1.8","0","23646899.89","1781093.57","21381899.71","0","21381899.71","0","0","0","21381899.71","2022-07-15","2054-01-15","2017-03-17","2016-05-26","2017-07-20","2023-12-31","2024-03-11"
"2024-09-30","IDA58080","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P133305","UG-Grid Expansion & Reinforcement Proj","100000000","0","7259087.6","89359249.99","7379018.92","81519567.56","0","81519567.56","0","0","0","88778655.16","2022-08-15","2054-02-15","2017-03-17","2016-05-31","2017-07-17","2024-12-31","2024-08-27"
"2024-09-30","IDA58210","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Repaying","0.75","XDR","P152822","HOA: Support to FD Impacts","50000000","0","0","49591720.88","2944863.66","45141689.06","0","45141689.06","0","0","0","45141689.06","2022-11-15","2054-05-15","2017-06-15","2016-05-31","2017-06-29","2021-12-31","2021-05-20"
"2024-09-30","IDA58970","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P155186","UG-Improving Delivery of Maternal Svcs","110000000","0","968.37","109208867.46","6561815","99819386.32","0","99819386.32","0","0","0","99820354.69","2023-02-01","2054-08-01","2017-01-19","2016-08-04","2017-05-26","2023-09-30","2024-09-04"
"2024-09-30","IDA61030","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Terminated","","XDR","P160447","Uganda - SRM-GBV","0","0","0","0","0","0","0","0","0","0","0","0","2023-08-01","2055-02-01","","2017-06-20","","2022-06-30",""
"2024-09-30","IDA61040","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P160250","Uganda Intergov Fiscal Transfers Program","200000000","0","13485030.95","189342876.24","9114692.15","175133052.85","0","175133052.85","0","0","0","188618083.8","2023-08-01","2055-02-01","2019-04-26","2017-06-27","2019-05-29","2025-06-30","2024-04-19"
"2024-09-30","IDA62330","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P117876","UG-Support to Municipal Infra Dev","335000000","0","1.6","320723838.46","4846041.7","309360444.13","0","309360444.13","0","0","0","309360445.73","2024-08-15","2056-02-15","2019-02-25","2018-05-15","2019-04-11","2024-06-30","2024-08-07"
"2024-09-30","IDA62760","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing&Repaying","0.75","XDR","P163782","IWMDP","251000000","0","86297658.21","148466263.86","3651786.29","146824196.88","0","146824196.88","0","0","0","233121855.09","2024-08-15","2056-02-15","2019-03-04","2018-06-14","2019-06-27","2024-12-02","2024-09-09"
"2024-09-30","IDA65380","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P130471","UG-Competive. & Enterprise. Dev. Project","99800000","0","11607968.95","85685676.89","0","87000130.05","0","87000130.05","0","0","0","98608099","2026-08-15","2058-02-15","2020-11-09","2020-03-02","2021-04-06","2024-11-30","2024-08-30"
"2024-09-30","IDA65650","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P163836","Irrigation for Climate Resilience","169200000","0","131108541.76","35336764.37","0","35589331.24","0","35589331.24","0","0","0","166697873","2026-08-15","2058-02-15","2020-10-29","2020-06-18","2020-12-17","2026-04-30","2024-09-05"
"2024-09-30","IDA65920","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P170466","UG Investing in Forests and PAs Project","78200000","0","56374325.61","20971491.91","0","20938764.39","0","20938764.39","0","0","0","77313090","2026-08-15","2058-02-15","2021-06-22","2020-04-23","2021-08-18","2026-06-30","2024-08-28"
"2024-09-30","IDA66540","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Terminated","","XDR","P173702","ELRP MPA","0","0","0","0","0","0","0","0","0","0","0","0","2026-11-01","2058-05-01","","2020-05-20","","2021-11-22",""
"2024-09-30","IDA67360","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Disbursed","0.75","XDR","P173906","UG COVID-19 Economic Crisis & Recovery","300000000","0","0","304108911","0","296638119","0","296638119","0","0","0","296638119","2026-09-15","2058-03-15","2020-07-05","2020-06-29","2020-07-15","2021-06-30","2020-07-21"
"2024-09-30","IDA67540","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P166570","Uganda Secondary Education Expansion","90000000","0","79385778.42","9157664.63","0","9592093.58","0","9592093.58","0","0","0","88977872","2026-09-15","2058-03-15","2022-02-24","2020-07-23","2022-05-19","2025-12-31","2024-08-30"
"2024-09-30","IDA67620","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P174041","Uganda COVID-19 Response Project","12500000","0","2003573.6","10443024.29","0","10475030.4","0","10475030.4","0","0","0","12478604","2026-09-15","2058-03-15","2021-06-30","2020-07-15","2021-08-03","2024-12-31","2024-09-05"
"2024-09-30","IDA67730","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P160250","Uganda Intergov Fiscal Transfers Program","240000000","0","72145388.12","164890831.26","0","164541176.88","0","164541176.88","0","0","0","236686565","2027-02-15","2058-08-15","2021-06-10","2020-09-14","2021-10-06","2025-12-31","2024-09-19"
"2024-09-30","IDA68000","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Disbursed","0.75","XDR","P155186","UG-Improving Delivery of Maternal Svcs","15000000","5001.76","0","13749607.01","0","14508319.58","0","14508319.58","0","0","0","14508319.58","2027-02-15","2058-08-15","2021-06-22","2020-12-02","2021-09-06","2023-09-30","2023-08-22"
"2024-09-30","IDA68980","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P171305","Uganda Digital Acceleration Project-GovN","140000000","0","102566226.11","31020058.3","0","31443129.89","0","31443129.89","0","0","0","134009356","2027-08-15","2059-02-15","2023-01-28","2021-06-02","2023-05-17","2026-05-30","2024-08-28"
"2024-09-30","IDA70250","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Effective","0.75","XDR","P171607","UG: INVITE","96000000","0","93046982","0","0","0","0","0","0","0","0","93046982","2028-02-15","2059-08-15","2023-06-16","2021-12-20","2023-11-13","2027-01-31",""
"2024-09-30","IDA70750","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P166685","UG-Electricity Access Scale-up Project","331500000","0","279337145.53","42351772.26","0","43072003.47","0","43072003.47","0","0","0","322409149","2028-05-15","2059-11-15","2023-02-20","2022-03-31","2023-07-20","2027-06-30","2024-08-12"
"2024-09-30","IDA71200","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Disbursing","0.75","XDR","P175660","GKMA Urban Development Program","518000000","0","465972365.01","41202630.83","0","42395110.99","0","42395110.99","0","0","0","508367476","2028-07-01","2060-01-01","2023-11-17","2022-05-31","2023-12-28","2027-12-31","2024-06-25"
"2024-09-30","IDA72610","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Effective","0","USD","P173296","Uganda CSAT Project","325000000","0","325000000","0","0","0","0","0","0","0","0","325000000","2033-05-01","2072-11-01","2024-02-27","2022-12-22","2024-06-25","2028-12-31",""
"2024-09-30","IDAA0340","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Repaid","0.75","XDR","P002939","ECONOMIC RECOVERY CR.","24000000","0","0","24844056.12","27477631.52","0","0","0","0","0","0","0","1997-11-15","2037-05-15","1987-09-30","1987-09-15","1987-10-13","1991-06-30","1991-09-24"
"2024-09-30","IDAA0341","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Repaid","0.75","XDR","P002939","ECONOMIC RECOVERY CR.","12800000","0","0","13181517.26","14615761.47","0","0","0","0","0","0","0","1997-11-15","2037-05-15","1989-12-18","1989-12-18","1990-01-03","1992-06-30","1992-01-31"
"2024-09-30","IDAN0230","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Repaid","0.75","XDR","P002987","SAC III","125000000","573760.52","0","119720842.4","132275333.34","0","0","0","0","0","0","0","2007-08-01","2037-02-01","1997-07-10","1997-06-06","1997-09-04","2001-12-31","2001-12-19"
"2024-09-30","IDAN0231","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Repaid","0.75","XDR","P002987","SAC III","25400000","0","0","24686788","28811412","0","0","0","0","0","0","0","2007-08-01","2037-02-01","2001-01-17","2000-12-22","2001-04-25","2001-06-30","2001-05-24"